"","STATION","DATE","OBLAST","COUNTRY","DP01","DP01_ATTRIBUTES","DP05","DP05_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"861","KZ000035157",1973,"Kostanay","Kazakhstan",107,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",393.5,",I",NA,NA
"862","KZ000035157",1975,"Kostanay","Kazakhstan",92,"I",NA,NA,21,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",185.2,",I",NA,NA
"863","KZ000035157",1976,"Kostanay","Kazakhstan",84,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",231,",I",NA,NA
"864","KZ000035157",1978,"Kostanay","Kazakhstan",91,"I",NA,NA,23,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",219.9,",I",NA,NA
"865","KZ000035157",1979,"Kostanay","Kazakhstan",93,"I",NA,NA,37,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",314.1,",I",NA,NA
"866","KZ000035157",1981,"Kostanay","Kazakhstan",86,"I",NA,NA,46,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",409.5,",I",NA,NA
"867","KZ000035157",1982,"Kostanay","Kazakhstan",108,"I",NA,NA,50,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",370.7,",I",NA,NA
"868","KZ000035157",1983,"Kostanay","Kazakhstan",109,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",262.9,",I",NA,NA
"869","KZ000035157",1984,"Kostanay","Kazakhstan",76,"I",NA,NA,26,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",231.2,",I",NA,NA
"870","KZ000035157",1986,"Kostanay","Kazakhstan",109,"I",NA,NA,36,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",294.5,",I",NA,NA
"871","KZ000035163",1981,"Akmola","Kazakhstan",96,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",306,",I",NA,NA
"872","KZ000035163",1982,"Akmola","Kazakhstan",97,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",244.1,",I",NA,NA
"873","KZ000035163",1983,"Akmola","Kazakhstan",94,"I",NA,NA,33,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",264.4,",I",NA,NA
"874","KZ000035163",1984,"Akmola","Kazakhstan",85,"I",NA,NA,30,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",249.7,",I",NA,NA
"875","KZ000035163",1985,"Akmola","Kazakhstan",77,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",229.3,",I",NA,NA
"876","KZ000035163",1986,"Akmola","Kazakhstan",92,"I",NA,NA,26,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",210,",I",NA,NA
"877","KZ000035166",1961,"Akmola","Kazakhstan",89,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",264,",I",NA,NA
"878","KZ000035166",1962,"Akmola","Kazakhstan",67,"I",NA,NA,28,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",276.1,",I",NA,NA
"879","KZ000035166",1963,"Akmola","Kazakhstan",80,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",245.5,",I",NA,NA
"880","KZ000035166",1965,"Akmola","Kazakhstan",79,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",223.2,",I",NA,NA
"881","KZ000035166",1966,"Akmola","Kazakhstan",84,"I",NA,NA,28,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",237.3,",I",NA,NA
"882","KZ000035166",1968,"Akmola","Kazakhstan",80,"I",NA,NA,12,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",127.7,",I",NA,NA
"883","KZ000035166",1969,"Akmola","Kazakhstan",90,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",337.7,",I",NA,NA
"884","KZ000035166",1970,"Akmola","Kazakhstan",87,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",175.2,",I",NA,NA
"885","KZ000035166",1971,"Akmola","Kazakhstan",97,"I",NA,NA,30,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",222.4,",I",NA,NA
"886","KZ000035166",1972,"Akmola","Kazakhstan",105,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",218.2,",I",NA,NA
"887","KZ000035166",1973,"Akmola","Kazakhstan",93,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",277.2,",I",NA,NA
"888","KZ000035166",1974,"Akmola","Kazakhstan",83,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",221,",I",NA,NA
"889","KZ000035166",1976,"Akmola","Kazakhstan",86,"I",NA,NA,23,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",189.7,",I",NA,NA
"890","KZ000035166",1978,"Akmola","Kazakhstan",85,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",274.4,",I",NA,NA
"891","KZ000035166",1979,"Akmola","Kazakhstan",102,"I",NA,NA,45,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",337.4,",I",NA,NA
"892","KZ000035166",1980,"Akmola","Kazakhstan",83,"I",NA,NA,18,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",205,",I",NA,NA
"893","KZ000035166",1981,"Akmola","Kazakhstan",92,"I",NA,NA,33,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",287.2,",I",NA,NA
"894","KZ000035166",1982,"Akmola","Kazakhstan",103,"I",NA,NA,37,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",273.4,",I",NA,NA
"895","KZ000035166",1983,"Akmola","Kazakhstan",112,"I",NA,NA,36,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",296.9,",I",NA,NA
"896","KZ000035166",1986,"Akmola","Kazakhstan",99,"I",NA,NA,30,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",266.9,",I",NA,NA
"897","KZ000035169",1976,"Akmola","Kazakhstan",72,"I",NA,NA,29,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",209.3,",I",NA,NA
"898","KZ000035169",1978,"Akmola","Kazakhstan",94,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",219.9,",I",NA,NA
"899","KZ000035169",1979,"Akmola","Kazakhstan",113,"I",NA,NA,39,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",329.7,",I",NA,NA
"900","KZ000035169",1981,"Akmola","Kazakhstan",96,"I",NA,NA,29,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",276.4,",I",NA,NA
"901","KZ000035169",1982,"Akmola","Kazakhstan",110,"I",NA,NA,49,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",355.7,",I",NA,NA
"902","KZ000035169",1983,"Akmola","Kazakhstan",120,"I",NA,NA,49,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",412.7,",I",NA,NA
"903","KZ000035169",1984,"Akmola","Kazakhstan",87,"I",NA,NA,33,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",236.4,",I",NA,NA
"904","KZ000035169",1986,"Akmola","Kazakhstan",112,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",283.7,",I",NA,NA
"905","KZ000035173",1961,"Akmola","Kazakhstan",114,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",315,",I",NA,NA
"906","KZ000035173",1962,"Akmola","Kazakhstan",92,"I",NA,NA,33,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",290.2,",I",NA,NA
"907","KZ000035173",1963,"Akmola","Kazakhstan",98,"I",NA,NA,40,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",362.4,",I",NA,NA
"908","KZ000035173",1964,"Akmola","Kazakhstan",101,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",323.7,",I",NA,NA
"909","KZ000035173",1965,"Akmola","Kazakhstan",83,"I",NA,NA,28,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",257.4,",I",NA,NA
"910","KZ000035173",1968,"Akmola","Kazakhstan",87,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",256.8,",I",NA,NA
"911","KZ000035173",1969,"Akmola","Kazakhstan",110,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",503.8,",I",NA,NA
"912","KZ000035173",1970,"Akmola","Kazakhstan",94,"I",NA,NA,32,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",249.2,",I",NA,NA
"913","KZ000035173",1971,"Akmola","Kazakhstan",123,"I",NA,NA,38,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",344.1,",I",NA,NA
"914","KZ000035173",1972,"Akmola","Kazakhstan",134,"I",NA,NA,38,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",328,",I",NA,NA
"915","KZ000035173",1973,"Akmola","Kazakhstan",118,"I",NA,NA,44,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",296.9,",I",NA,NA
"916","KZ000035173",1974,"Akmola","Kazakhstan",99,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",279.1,",I",NA,NA
"917","KZ000035173",1976,"Akmola","Kazakhstan",101,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",208,",I",NA,NA
"918","KZ000035173",1978,"Akmola","Kazakhstan",105,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",365.3,",I",NA,NA
"919","KZ000035173",1979,"Akmola","Kazakhstan",109,"I",NA,NA,39,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",361.2,",I",NA,NA
"920","KZ000035173",1981,"Akmola","Kazakhstan",102,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",283.4,",I",NA,NA
"921","KZ000035173",1982,"Akmola","Kazakhstan",121,"I",NA,NA,30,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",286.9,",I",NA,NA
"922","KZ000035173",1983,"Akmola","Kazakhstan",118,"I",NA,NA,44,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",357.6,",I",NA,NA
"923","KZ000035173",1984,"Akmola","Kazakhstan",117,"I",NA,NA,42,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",355.5,",I",NA,NA
"924","KZ000035173",1986,"Akmola","Kazakhstan",147,"I",NA,NA,37,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",383.5,",I",NA,NA
"925","KZ000035179",1975,"Akmola","Kazakhstan",106,"I",NA,NA,24,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",192.7,",I",NA,NA
"926","KZ000035179",1976,"Akmola","Kazakhstan",101,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",205.7,",I",NA,NA
"927","KZ000035179",1978,"Akmola","Kazakhstan",104,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",374.1,",I",NA,NA
"928","KZ000035179",1979,"Akmola","Kazakhstan",107,"I",NA,NA,44,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",357.1,",I",NA,NA
"929","KZ000035179",1981,"Akmola","Kazakhstan",86,"I",NA,NA,22,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",211,",I",NA,NA
"930","KZ000035179",1982,"Akmola","Kazakhstan",107,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",301.8,",I",NA,NA
"931","KZ000035179",1983,"Akmola","Kazakhstan",110,"I",NA,NA,45,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",286.1,",I",NA,NA
"932","KZ000035179",1984,"Akmola","Kazakhstan",105,"I",NA,NA,31,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",268.8,",I",NA,NA
"933","KZ000035179",1986,"Akmola","Kazakhstan",115,"I",NA,NA,31,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",286.7,",I",NA,NA
"934","KZ000035182",1964,"Akmola","Kazakhstan",127,"I",NA,NA,48,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",455.5,",I",NA,NA
"935","KZ000035182",1965,"Akmola","Kazakhstan",92,"I",NA,NA,36,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",323.2,",I",NA,NA
"936","KZ000035182",1966,"Akmola","Kazakhstan",117,"I",NA,NA,33,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",291,",I",NA,NA
"937","KZ000035182",1967,"Akmola","Kazakhstan",106,"I",NA,NA,36,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",277.9,",I",NA,NA
"938","KZ000035182",1971,"Akmola","Kazakhstan",131,"I",NA,NA,47,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",377.6,",I",NA,NA
"939","KZ000035182",1973,"Akmola","Kazakhstan",129,"I",NA,NA,52,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",346.7,",I",NA,NA
"940","KZ000035182",1974,"Akmola","Kazakhstan",99,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",292.7,",I",NA,NA
"941","KZ000035182",1975,"Akmola","Kazakhstan",134,"I",NA,NA,31,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",231.7,",I",NA,NA
"942","KZ000035182",1978,"Akmola","Kazakhstan",112,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",380.1,",I",NA,NA
"943","KZ000035182",1979,"Akmola","Kazakhstan",117,"I",NA,NA,47,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",399.4,",I",NA,NA
"944","KZ000035182",1981,"Akmola","Kazakhstan",80,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",272.9,",I",NA,NA
"945","KZ000035182",1982,"Akmola","Kazakhstan",125,"I",NA,NA,36,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",280.4,",I",NA,NA
"946","KZ000035182",1983,"Akmola","Kazakhstan",134,"I",NA,NA,43,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",329.7,",I",NA,NA
"947","KZ000035182",1984,"Akmola","Kazakhstan",124,"I",NA,NA,40,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",332.5,",I",NA,NA
"948","KZ000035182",1986,"Akmola","Kazakhstan",127,"I",NA,NA,39,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",375.7,",I",NA,NA
"949","KZ000035184",1962,"Akmola","Kazakhstan",73,"I",NA,NA,27,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",226.2,",I",NA,NA
"950","KZ000035184",1964,"Akmola","Kazakhstan",90,"I",NA,NA,32,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",298.5,",I",NA,NA
"951","KZ000035184",1965,"Akmola","Kazakhstan",65,"I",NA,NA,18,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",257.1,",I",NA,NA
"952","KZ000035184",1966,"Akmola","Kazakhstan",104,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",277.5,",I",NA,NA
"953","KZ000035184",1967,"Akmola","Kazakhstan",75,"I",NA,NA,23,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",218.1,",I",NA,NA
"954","KZ000035184",1968,"Akmola","Kazakhstan",84,"I",NA,NA,29,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",282.6,",I",NA,NA
"955","KZ000035184",1969,"Akmola","Kazakhstan",101,"I",NA,NA,37,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",365.8,",I",NA,NA
"956","KZ000035184",1970,"Akmola","Kazakhstan",98,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",231.5,",I",NA,NA
"957","KZ000035184",1971,"Akmola","Kazakhstan",118,"I",NA,NA,48,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",373.1,",I",NA,NA
"958","KZ000035184",1972,"Akmola","Kazakhstan",132,"I",NA,NA,39,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",392.6,",I",NA,NA
"959","KZ000035184",1973,"Akmola","Kazakhstan",117,"I",NA,NA,44,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",325.6,",I",NA,NA
"960","KZ000035184",1974,"Akmola","Kazakhstan",99,"I",NA,NA,28,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",263.1,",I",NA,NA
"961","KZ000035184",1976,"Akmola","Kazakhstan",91,"I",NA,NA,32,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",212.3,",I",NA,NA
"962","KZ000035184",1978,"Akmola","Kazakhstan",113,"I",NA,NA,34,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",357.7,",I",NA,NA
"963","KZ000035184",1979,"Akmola","Kazakhstan",97,"I",NA,NA,40,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",338.7,",I",NA,NA
"964","KZ000035184",1981,"Akmola","Kazakhstan",74,"I",NA,NA,24,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",237.5,",I",NA,NA
"965","KZ000035184",1982,"Akmola","Kazakhstan",101,"I",NA,NA,35,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",226.6,",I",NA,NA
"966","KZ000035184",1983,"Akmola","Kazakhstan",108,"I",NA,NA,40,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",291.3,",I",NA,NA
"967","KZ000035184",1984,"Akmola","Kazakhstan",102,"I",NA,NA,25,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",248.5,",I",NA,NA
"968","KZ000035184",1986,"Akmola","Kazakhstan",118,"I",NA,NA,38,"I",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",298.2,",I",NA,NA
"969","KZ000035188",1961,"Nur-Sultan (city)","Kazakhstan",115,"r",NA,NA,31,"r",NA,NA,NA,NA,NA,"",NA,"",129,"r",105,"r",3,"r",342.5,",r",NA,NA
"970","KZ000035188",1962,"Nur-Sultan (city)","Kazakhstan",82,"r",NA,NA,24,"r",NA,NA,NA,NA,56,"r",185,"r",121,"r",116,"r",5,"r",373.6,",r",NA,NA
"971","KZ000035188",1963,"Nur-Sultan (city)","Kazakhstan",91,"r",NA,NA,32,"r",NA,NA,NA,NA,34,"r",185,"r",107,"r",85,"r",11,"r",307.4,",r",NA,NA
"972","KZ000035188",1964,"Nur-Sultan (city)","Kazakhstan",114,"r",NA,NA,39,"r",NA,NA,NA,NA,62,"r",202,"r",138,"r",89,"r",2,"r",322,",r",NA,NA
"973","KZ000035188",1965,"Nur-Sultan (city)","Kazakhstan",86,"r",NA,NA,25,"r",NA,NA,NA,NA,54,"r",187,"r",NA,"",NA,"",NA,"",235.6,",r",NA,NA
"974","KZ000035188",1966,"Nur-Sultan (city)","Kazakhstan",110,"r",NA,NA,35,"r",NA,NA,NA,NA,80,"r",197,"r",137,"r",112,"r",4,"r",276.8,",r",NA,NA
"975","KZ000035188",1967,"Nur-Sultan (city)","Kazakhstan",95,"r",NA,NA,35,"r",NA,NA,NA,NA,64,"r",182,"r",120,"r",102,"r",8,"r",332.9,",r",NA,NA
"976","KZ000035188",1968,"Nur-Sultan (city)","Kazakhstan",101,"r",NA,NA,26,"r",NA,NA,NA,NA,71,"r",200,"r",130,"r",99,"r",13,"r",311.2,",r",NA,NA
"977","KZ000035188",1969,"Nur-Sultan (city)","Kazakhstan",111,"r",NA,NA,38,"r",NA,NA,NA,NA,86,"r",193,"r",134,"r",87,"r",9,"r",418.3,",r",NA,NA
"978","KZ000035188",1970,"Nur-Sultan (city)","Kazakhstan",108,"r",NA,NA,36,"r",NA,NA,NA,NA,88,"r",186,"r",127,"r",95,"r",6,"r",287.6,",r",NA,NA
"979","KZ000035188",1971,"Nur-Sultan (city)","Kazakhstan",118,"r",NA,NA,41,"r",NA,NA,NA,NA,55,"r",188,"r",116,"r",108,"r",4,"r",318.7,",r",NA,NA
"980","KZ000035188",1972,"Nur-Sultan (city)","Kazakhstan",140,"r",NA,NA,42,"r",NA,NA,NA,NA,79,"r",199,"r",142,"r",79,"r",0,"r",432.5,",r",NA,NA
"981","KZ000035188",1973,"Nur-Sultan (city)","Kazakhstan",115,"r",NA,NA,40,"r",NA,NA,NA,NA,59,"r",193,"r",123,"r",95,"r",4,"r",319.3,",r",NA,NA
"982","KZ000035188",1974,"Nur-Sultan (city)","Kazakhstan",84,"r",NA,NA,24,"r",NA,NA,NA,NA,93,"r",179,"r",129,"r",112,"r",10,"r",296.8,",r",NA,NA
"983","KZ000035188",1975,"Nur-Sultan (city)","Kazakhstan",116,"r",NA,NA,27,"r",NA,NA,NA,NA,42,"r",186,"r",131,"r",113,"r",8,"r",229.9,",r",NA,NA
"984","KZ000035188",1976,"Nur-Sultan (city)","Kazakhstan",104,"r",NA,NA,34,"r",NA,NA,NA,NA,85,"r",199,"r",162,"r",115,"r",5,"r",251.8,",r",NA,NA
"985","KZ000035188",1977,"Nur-Sultan (city)","Kazakhstan",104,"r",NA,NA,26,"r",NA,NA,NA,NA,71,"r",173,"r",122,"r",113,"r",11,"r",247.9,",r",NA,NA
"986","KZ000035188",1978,"Nur-Sultan (city)","Kazakhstan",108,"r",NA,NA,37,"r",NA,NA,NA,NA,64,"r",183,"r",118,"r",100,"r",14,"r",303,",r",NA,NA
"987","KZ000035188",1979,"Nur-Sultan (city)","Kazakhstan",106,"r",NA,NA,45,"r",NA,NA,NA,NA,60,"r",184,"r",135,"r",97,"r",2,"r",319.9,",r",NA,NA
"988","KZ000035188",1980,"Nur-Sultan (city)","Kazakhstan",96,"r",NA,NA,37,"r",NA,NA,NA,NA,79,"r",184,"r",131,"r",101,"r",8,"r",326,",r",NA,NA
"989","KZ000035188",1981,"Nur-Sultan (city)","Kazakhstan",100,"r",NA,NA,28,"r",NA,NA,NA,NA,57,"r",179,"r",116,"r",111,"r",4,"r",276.1,",r",NA,NA
"990","KZ000035188",1982,"Nur-Sultan (city)","Kazakhstan",109,"r",NA,NA,33,"r",NA,NA,NA,NA,54,"r",172,"r",146,"r",113,"r",9,"r",277.6,",r",NA,NA
"991","KZ000035188",1983,"Nur-Sultan (city)","Kazakhstan",118,"r",NA,NA,38,"r",NA,NA,NA,NA,20,"r",171,"r",112,"r",99,"r",7,"r",308.3,",r",NA,NA
"992","KZ000035188",1984,"Nur-Sultan (city)","Kazakhstan",122,"r",NA,NA,34,"r",NA,NA,NA,NA,86,"r",188,"r",141,"r",108,"r",8,"r",314.9,",r",NA,NA
"993","KZ000035188",1985,"Nur-Sultan (city)","Kazakhstan",114,"r",NA,NA,40,"r",NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",323.7,",r",NA,NA
"994","KZ000035188",1986,"Nur-Sultan (city)","Kazakhstan",113,"r",NA,NA,32,"r",NA,NA,NA,NA,67,"r",186,"r",134,"r",96,"r",5,"r",278.6,",r",NA,NA
"995","KZ000035188",1987,"Nur-Sultan (city)","Kazakhstan",123,"r",NA,NA,47,"r",NA,NA,NA,NA,69,"r",194,"r",143,"r",102,"r",8,"r",386.8,",r",NA,NA
"996","KZ000035188",1988,"Nur-Sultan (city)","Kazakhstan",99,"r",NA,NA,29,"r",NA,NA,NA,NA,61,"r",191,"r",128,"r",105,"r",11,"r",254.7,",r",NA,NA
"997","KZ000035188",1989,"Nur-Sultan (city)","Kazakhstan",123,"r",NA,NA,36,"r",NA,NA,NA,NA,39,"r",189,"r",131,"r",110,"r",11,"r",313.6,",r",NA,NA
"998","KZ000035188",1990,"Nur-Sultan (city)","Kazakhstan",125,"r",NA,NA,43,"r",NA,NA,NA,NA,50,"r",183,"r",128,"r",103,"r",4,"r",406.7,",r",NA,NA
"999","KZ000035188",1991,"Nur-Sultan (city)","Kazakhstan",101,"r",NA,NA,28,"r",NA,NA,NA,NA,62,"r",171,"r",126,"r",124,"r",13,"r",233,",r",NA,NA
"1000","KZ000035188",1992,"Nur-Sultan (city)","Kazakhstan",124,"r",NA,NA,41,"r",NA,NA,NA,NA,42,"r",196,"r",133,"r",81,"r",6,"r",336.1,",r",NA,NA
"1001","KZ000035188",1993,"Nur-Sultan (city)","Kazakhstan",126,"r",NA,NA,36,"r",NA,NA,NA,NA,75,"r",187,"r",147,"r",92,"r",0,"r",341.5,",r",NA,NA
"1002","KZ000035188",1994,"Nur-Sultan (city)","Kazakhstan",124,"r",NA,NA,45,"r",NA,NA,NA,NA,65,"r",177,"r",121,"r",100,"r",7,"r",384.8,",r",NA,NA
"1003","KZ000035188",1995,"Nur-Sultan (city)","Kazakhstan",103,"r",NA,NA,37,"r",NA,NA,NA,NA,51,"r",166,"r",118,"r",110,"r",11,"r",361.7,",r",NA,NA
"1004","KZ000035188",1996,"Nur-Sultan (city)","Kazakhstan",113,"r",NA,NA,37,"r",NA,NA,NA,NA,82,"r",189,"r",149,"r",96,"r",4,"r",299.3,",r",NA,NA
"1005","KZ000035188",1997,"Nur-Sultan (city)","Kazakhstan",100,"r",NA,NA,32,"r",NA,NA,NA,NA,54,"r",161,"r",122,"r",123,"r",12,"r",226.9,",r",NA,NA
